index,number_of_friends,number_of_tweets,content_of_tweets,url_ratio,friends_to_follower_ratio,age,following_rate
408087080,0,1,1,1,1,1,1
408348854,0,1,1,1,1,1,1
408466988,0,1,0,1,1,1,1
409118790,0,1,1,0,1,1,1
410044683,0,1,1,1,1,1,0
410719897,0,1,0,1,1,1,1
410941537,0,1,1,1,1,1,1
411386883,0,1,1,1,1,1,1
411410885,0,1,1,1,1,1,1
412112516,1,1,0,1,1,1,0
412145728,0,1,1,1,1,1,1
412240393,0,1,0,1,1,1,0
412325725,0,1,1,1,1,1,1
412601262,0,1,1,1,1,1,1
413233876,0,1,0,1,1,1,1
413255529,0,1,1,1,1,1,1
413269532,0,1,0,1,1,1,1
413296140,1,1,0,1,1,1,0
413332388,0,1,1,1,1,1,1
413917055,0,1,1,1,1,1,1
414966228,0,1,1,1,1,1,0
415021649,0,1,1,1,1,1,1
415063303,0,1,1,1,1,1,1
415073613,1,1,1,1,1,1,0
415630833,0,1,1,0,1,1,1
415900150,0,1,0,1,1,1,1
416157197,1,1,0,1,1,1,0
416194495,0,1,0,1,1,1,1
416351352,0,1,0,1,1,1,0
416502198,0,1,1,1,1,1,1
417190929,0,1,1,1,1,1,1
417280214,0,1,0,1,1,1,1
417735070,0,1,1,1,1,1,1
417770099,0,1,1,1,1,1,1
417807946,0,0,1,1,1,1,1
417833332,0,1,1,0,1,1,1
418024172,0,1,1,1,1,1,1
418046391,0,1,1,1,1,1,1
418140622,0,1,1,0,1,1,1
418153325,0,1,1,1,1,1,1
418247241,0,1,1,1,1,1,1
418584043,0,1,1,1,1,1,1
418641071,0,1,1,1,1,1,1
418762910,0,1,1,1,1,1,1
418986680,0,1,1,1,1,1,1
419519797,0,1,1,1,1,1,1
419617449,0,1,0,1,1,1,0
419617600,0,1,1,1,1,1,1
419672622,0,1,1,1,1,1,1
420253558,0,1,1,1,1,1,1
420995289,1,1,0,1,1,1,0
421002902,0,1,0,1,1,1,0
421346603,0,1,1,1,1,1,1
421847529,0,1,1,1,1,1,1
422807985,0,1,0,0,1,1,1
422830732,0,1,1,1,1,1,1
423021992,0,1,1,1,1,1,0
423613846,0,1,1,1,1,1,1
424265380,0,1,1,1,1,1,1
424273053,0,1,1,1,1,1,1
425223279,0,1,1,1,1,1,1
425263052,1,1,1,1,1,1,0
425380217,0,1,1,1,1,1,1
425759519,0,1,1,1,1,1,1
425840466,0,1,1,1,1,1,1
425908255,0,1,1,1,1,1,1
426044579,0,1,0,1,1,1,1
426178907,0,1,0,1,1,1,0
426531620,0,1,1,1,1,1,1
427676471,1,1,1,0,1,1,0
427674701,0,1,1,1,1,1,0
428117425,1,1,1,1,1,1,0
428202366,0,1,0,1,1,1,1
428261162,0,1,1,1,1,1,0
428263137,0,1,1,1,1,1,1
428384851,0,1,1,1,1,1,1
428904234,0,1,1,1,1,1,1
428981185,0,1,1,1,1,1,1
429262110,0,1,1,1,1,1,1
429718007,0,1,1,1,1,1,1
429808930,0,1,1,1,1,1,0
432377556,0,1,1,1,1,1,1
432624274,0,1,1,1,1,1,1
433162117,0,1,1,1,1,1,1
433304048,0,1,1,1,1,1,1
433319326,0,1,1,1,1,1,1
433546930,0,1,1,1,1,1,0
433627975,0,1,1,1,1,1,1
433984610,0,1,1,1,1,1,1
434460614,0,1,1,1,1,1,1
434591482,0,1,1,1,1,1,1
434731905,0,1,1,1,1,1,1
434826176,0,1,0,1,1,1,0
434832805,0,1,1,1,1,1,1
435224000,0,1,1,1,1,1,1
435269515,0,1,1,1,1,1,1
435327100,0,1,1,1,1,1,1
435724709,0,1,1,1,1,1,1
436612105,0,1,1,1,1,1,1
436807160,0,1,1,1,1,1,1
436961762,0,1,1,1,1,1,1
437007483,1,1,1,1,1,1,0
437363242,0,1,1,1,1,1,1
437456557,0,1,1,1,1,1,1
437783167,0,1,1,1,1,1,1
438437579,0,1,1,1,1,1,1
438484498,0,1,1,1,1,1,1
438760662,0,1,1,1,1,1,1
438756932,0,1,1,0,1,1,1
439054192,0,1,0,1,1,1,0
439062828,1,1,0,1,1,1,0
718684188,0,1,1,1,1,1,1
478994018,0,1,1,0,1,1,1
984297403,0,1,0,1,1,1,0
551056105,0,1,1,1,1,1,1
439855752,0,1,0,1,1,1,1
439875805,0,1,0,0,1,1,1
479451474,0,1,1,1,1,1,1
439972535,0,1,1,1,1,1,1
440184518,1,1,0,0,1,1,0
479677768,0,1,1,1,1,1,1
440311767,0,1,1,1,1,1,1
479725767,0,1,1,1,1,1,0
722214212,0,1,1,1,1,1,1
985509799,0,0,1,0,1,1,1
551835101,0,1,1,1,1,1,1
440691931,0,1,1,1,1,1,1
551894180,0,1,1,1,1,1,1
479832822,0,1,1,1,1,1,1
986163288,0,1,1,1,1,1,1
440858782,0,1,1,1,1,1,1
722825599,0,1,1,1,1,1,1
480279324,0,1,1,1,1,1,1
552190256,0,1,1,1,1,1,1
441483457,0,1,1,1,1,1,1
986839782,0,1,1,1,1,1,0
552577697,0,1,1,1,1,1,1
552606214,0,1,0,1,1,1,0
987068240,0,1,1,1,1,1,0
442075220,0,1,1,1,1,1,1
725675244,0,1,1,1,1,1,0
480715104,0,1,0,1,1,1,1
480790768,0,1,1,1,1,1,1
726845964,0,1,1,1,1,1,1
987656269,0,1,1,1,1,1,1
553617306,0,1,0,1,1,1,0
481632109,0,1,1,1,1,1,1
481648575,0,1,1,1,1,1,1
988985683,0,1,1,1,1,1,1
444833485,0,1,1,1,1,1,1
482086639,0,1,1,1,1,1,1
554309481,0,1,0,1,1,1,0
482131412,0,1,1,1,1,1,1
482157356,0,1,1,1,1,1,1
482162835,0,1,0,1,1,1,1
731429204,0,1,1,1,1,1,1
445345005,0,1,1,1,1,1,1
482242692,0,1,1,1,1,1,1
989622720,0,1,1,1,1,1,1
989639142,0,1,1,1,1,1,1
445761780,0,1,1,1,1,1,1
446083368,0,1,1,1,1,1,1
446143453,0,1,1,1,1,1,0
733154665,0,1,1,1,1,1,0
482981498,0,1,1,1,1,1,1
446590484,0,1,1,1,1,1,1
734619301,0,1,1,1,1,1,1
483073065,0,1,1,1,1,1,1
446987691,0,1,1,1,1,1,1
991254878,0,1,1,1,1,1,0
555420716,0,1,1,1,1,1,1
447241184,0,1,0,1,1,1,0
555906816,0,1,1,1,1,1,1
483836463,0,1,1,1,1,1,1
737616414,0,1,1,1,1,1,0
484179231,0,1,1,1,1,1,0
556794851,0,1,1,0,1,1,1
484613799,0,1,0,1,1,1,1
993583230,0,1,1,1,1,1,1
557215750,0,1,1,1,1,1,1
449219266,0,1,1,1,1,1,1
485137549,0,1,1,1,1,1,1
743284770,0,1,1,1,1,1,1
557616612,0,1,1,1,1,1,1
450054622,0,1,1,1,1,1,1
744107612,0,1,0,1,1,1,1
995452020,0,1,1,1,1,1,1
485686619,0,1,1,1,1,1,1
485713097,0,1,1,1,1,1,1
450630648,1,1,1,1,1,1,0
450747981,0,1,1,1,1,1,1
450891761,0,1,1,1,1,1,1
486198118,0,1,1,1,1,1,1
451033303,1,1,1,1,1,1,0
451370524,1,1,0,1,1,1,0
451397835,0,1,1,1,1,1,1
486598436,0,1,1,1,1,1,1
558524379,0,1,1,1,1,1,0
451597109,0,1,1,1,1,1,1
486966473,0,1,1,1,1,1,1
487416678,0,1,1,1,1,1,1
750948720,0,1,1,1,1,1,1
751241954,0,1,1,1,0,1,1
452814756,0,1,0,1,1,1,1
452828946,0,1,0,1,1,1,0
453238264,1,1,0,1,1,1,0
487969309,0,1,1,1,1,1,1
753397160,0,1,1,1,1,1,1
560223770,0,1,1,1,1,1,1
1000486495,0,0,1,1,1,1,1
560271082,0,1,1,1,1,1,1
453885595,0,1,0,1,1,1,0
488706826,0,1,0,1,1,1,0
755737819,0,1,1,1,1,1,1
454200724,0,1,1,1,1,1,1
1001875776,0,1,1,1,1,1,1
454318003,0,1,0,1,1,1,1
560657748,1,1,1,1,1,1,0
454914980,0,1,1,1,1,1,1
1002533372,0,1,1,0,1,1,1
489345934,0,1,1,1,1,1,0
1003664215,0,1,1,1,1,1,1
455266133,0,1,1,1,1,1,0
455340385,1,1,1,1,1,1,0
455651875,0,1,1,1,1,1,0
455775628,1,1,0,1,1,1,0
455979285,0,1,1,1,1,1,1
761723172,0,1,0,1,1,1,1
762202957,0,1,1,1,1,1,1
1004883073,0,1,1,1,1,1,1
562125685,0,1,1,1,1,1,1
562250174,0,1,1,1,1,1,0
1006095223,0,1,0,1,1,1,0
456823762,1,1,1,1,1,1,0
490625409,0,1,1,1,1,1,1
765311754,0,1,0,1,1,1,0
457775543,0,1,1,1,1,1,1
491690867,0,1,1,1,1,1,0
492177690,0,1,1,0,1,1,1
564653953,1,1,1,1,1,1,0
770176435,0,1,1,1,1,1,1
492501987,0,1,1,1,1,1,1
564963576,0,1,1,1,1,1,1
459628045,0,1,1,1,1,1,0
459646843,0,1,1,1,1,1,0
459678083,0,1,1,1,1,1,1
459680754,0,1,1,1,1,1,1
1009413198,0,1,1,1,1,1,1
1010619756,0,1,1,1,1,1,0
566141260,0,1,1,1,1,1,1
460985875,0,1,1,1,1,1,0
493847017,0,1,1,1,1,1,0
461010838,0,1,0,1,1,1,1
566374197,0,1,1,1,1,1,1
493941903,0,1,1,1,1,1,1
494006512,0,1,1,1,1,1,1
1011395167,0,1,1,1,1,1,1
461425627,0,1,1,1,1,1,0
494262961,0,1,1,1,1,1,0
494266249,0,1,1,1,1,1,1
567056353,0,1,1,1,1,1,1
567155716,0,1,1,1,1,1,1
567510788,0,1,1,1,1,1,0
495045945,0,1,0,1,1,1,0
495053365,0,1,0,1,1,1,1
495077879,0,1,1,1,1,1,1
462889040,0,1,1,1,1,1,0
568453926,0,1,1,1,1,1,1
462971394,0,1,1,1,1,1,1
568473793,0,1,1,1,1,1,1
495507361,0,1,1,1,1,1,1
495731957,0,1,1,1,1,1,1
568955495,0,1,1,0,1,1,1
463246965,0,1,1,1,1,1,0
1014830304,0,1,1,1,1,1,1
496144150,0,1,1,1,1,1,1
463889910,0,1,1,1,1,1,1
496295496,0,1,1,1,1,1,1
569879248,0,1,1,1,1,1,1
496588802,0,1,0,0,1,1,0
1015888195,0,1,1,1,1,1,1
496968634,0,1,1,1,1,1,1
464790896,0,1,0,1,1,1,1
497125259,0,1,1,1,1,1,1
464858061,0,1,0,1,1,1,1
497258691,0,1,1,1,1,1,1
497302053,0,1,1,1,1,1,0
465298629,0,1,1,1,1,1,0
1017813961,0,1,1,1,1,1,1
465431316,0,1,1,0,1,1,1
465433625,0,1,1,1,1,1,1
571938412,0,1,1,1,1,1,1
498042431,0,1,1,1,1,1,1
498054058,0,1,1,1,1,1,1
787115406,1,1,0,1,1,1,0
498358491,0,1,1,0,1,1,1
466489818,0,1,1,0,1,1,0
466686655,0,1,1,1,1,1,1
498814013,0,1,1,1,1,1,0
466712165,0,1,1,1,1,1,1
498826553,0,1,1,1,1,1,1
466756548,0,1,0,1,1,1,1
1020696912,0,1,1,1,1,1,1
498935613,0,0,1,1,1,1,1
1022226144,0,1,0,1,1,1,1
573690882,0,1,1,1,1,1,1
573749510,0,0,1,1,1,1,1
791874462,0,1,0,1,1,1,1
792462121,0,1,1,1,1,1,1
792517914,0,1,0,1,1,1,0
468198674,0,1,1,1,1,1,0
499996521,0,1,1,1,1,1,1
574385968,0,1,1,1,1,1,0
500246041,0,1,1,1,1,1,1
794406714,0,1,1,1,1,1,1
574488060,0,1,1,1,1,1,1
794598979,0,1,0,1,1,1,1
795590899,0,0,1,1,1,1,0
796144921,0,1,1,1,1,1,1
501094162,0,1,0,1,1,1,1
501128285,0,1,1,1,1,1,0
469580096,0,1,1,1,1,1,1
797833478,0,0,1,1,1,1,1
470227974,0,1,1,1,1,1,1
470232795,1,1,0,1,1,1,0
470254611,0,1,1,1,1,1,0
470379248,1,1,1,1,1,1,0
502037826,0,1,1,1,1,1,1
800130746,0,1,1,0,1,1,1
800457696,0,1,1,1,1,1,1
502315142,0,1,1,1,1,1,0
470868745,0,1,1,1,1,1,1
502774039,0,1,1,1,1,1,1
1030992019,0,1,1,1,1,1,0
1031110604,0,1,1,1,1,1,0
503051163,0,1,1,1,1,1,1
471093612,0,1,1,1,1,1,0
801510450,0,1,1,1,1,1,0
471203497,0,1,1,1,1,1,1
1032386005,0,1,1,1,1,1,1
503425054,1,1,0,1,1,1,0
577422947,0,1,1,1,1,1,0
1033055161,0,1,1,1,1,1,1
471422290,0,1,0,0,1,1,1
471533963,0,1,1,1,1,1,0
471826933,0,1,1,1,1,1,1
471992869,0,1,0,1,1,1,0
578916985,0,1,1,1,1,1,1
472765052,0,1,1,1,1,1,0
472778739,0,1,1,1,1,1,0
473043012,0,1,1,1,1,1,1
506055335,0,1,0,1,1,1,1
1037103888,0,1,1,1,0,1,1
1037178583,0,1,1,1,1,1,1
1037384052,0,1,1,1,1,1,1
506501965,0,1,1,1,1,1,1
581136968,0,1,1,1,1,1,1
474043803,0,1,0,1,1,1,1
581407038,0,1,1,1,1,1,1
507498746,0,1,1,1,1,1,1
1038384050,0,1,1,1,1,1,1
1039093681,0,1,1,1,1,1,1
813467726,0,1,0,1,1,1,0
582954523,0,1,1,1,1,1,1
509056809,0,1,0,1,1,1,0
583205235,0,1,1,1,1,1,1
509320296,0,1,1,1,1,1,1
510047880,1,1,0,1,1,1,0
1041823142,0,1,1,1,1,1,1
1042842432,0,1,0,1,1,1,0
476760491,0,1,1,1,1,1,1
476800666,0,1,1,1,1,1,0
585439502,0,1,1,1,1,1,0
477006767,0,1,1,1,1,1,1
1044916752,0,1,1,1,1,1,1
512362882,0,1,1,1,1,1,1
477309080,0,1,1,1,1,1,1
585849333,0,1,1,1,1,1,1
477552640,0,1,1,1,1,1,1
512455607,0,1,1,1,1,1,1
585968039,1,1,0,1,1,1,0
477660093,0,1,1,1,1,1,1
477824021,0,1,1,1,1,1,1
1047668299,0,1,1,1,1,1,1
586584556,0,1,1,1,1,1,1
825336607,0,1,1,1,1,1,0
513726022,0,1,0,1,1,1,0
587326472,0,1,0,1,1,1,1
587515464,0,1,1,1,1,1,1
587569514,0,1,1,1,1,1,1
1050665527,0,1,1,1,1,1,1
827287514,0,1,1,1,1,1,1
587665339,0,1,1,1,1,1,1
1052685680,0,1,1,1,1,0,0
829400054,1,1,0,1,1,1,0
515271142,0,1,1,1,1,1,1
831741072,0,1,1,1,1,1,0
516038414,0,1,0,1,1,1,0
834186096,0,1,1,1,1,1,1
516737722,0,1,1,1,1,1,1
516811154,0,1,1,0,1,1,1
835249056,0,1,1,0,1,1,1
835763546,0,1,1,1,1,1,1
517073805,0,1,1,1,1,1,1
517400735,1,1,1,1,1,1,0
1058497004,0,1,1,1,1,0,1
517883021,0,1,0,1,1,1,1
838292834,0,1,1,1,1,1,1
591104103,0,1,1,1,1,1,1
1059054242,0,1,1,1,1,0,1
841859053,0,1,1,1,1,1,1
592579646,0,1,0,1,1,1,1
1062916164,0,1,1,1,1,0,1
593546714,0,1,1,1,1,1,1
845102904,1,1,1,1,1,1,0
1064278820,0,1,1,1,1,0,1
1064992789,0,1,1,1,1,0,1
594583577,0,1,1,1,1,1,1
594651076,0,1,1,1,1,1,1
594683175,0,1,1,1,1,1,1
848909828,0,1,1,1,1,1,1
522925470,0,1,0,1,1,1,0
1065760964,1,1,1,1,1,0,0
594960544,0,1,0,1,1,1,0
523331583,0,1,1,1,1,1,1
523680032,0,1,1,1,1,1,1
595539789,0,1,0,1,1,1,0
851233315,1,1,1,1,1,1,0
524820621,0,1,1,1,1,1,1
524836438,0,1,0,1,1,1,1
852611210,0,1,1,1,1,1,0
596540298,0,1,1,1,1,1,1
1069178154,1,1,0,1,1,0,0
597381176,0,1,1,1,1,1,0
526482947,0,1,1,1,1,1,0
855282331,0,1,0,1,1,1,1
1070376564,0,1,1,1,1,0,0
1070682204,0,1,0,1,1,0,1
856270100,0,1,0,1,1,1,1
1071137462,0,1,1,1,1,0,0
857857747,0,1,0,1,1,1,0
1072217274,0,1,1,1,1,0,0
858190442,0,1,1,1,1,1,1
528501469,0,1,1,0,1,1,0
858836726,0,1,1,1,1,1,1
599343100,0,1,0,1,1,1,0
1074439423,0,1,1,1,1,0,1
599940695,0,1,0,1,1,1,1
600090702,1,1,0,1,1,1,0
529563591,0,1,1,1,1,1,1
529711103,0,1,1,1,1,1,1
862068776,0,1,1,0,1,1,1
862114981,0,1,1,1,1,1,0
531280420,0,1,1,1,1,1,1
601192738,0,1,0,1,1,1,0
863369492,0,1,1,1,1,1,0
601256893,0,1,1,1,1,1,1
531442979,0,1,0,1,1,1,1
531640494,0,1,1,1,1,1,0
601810260,0,1,1,1,1,1,1
602182097,0,1,1,1,1,1,1
602212821,0,1,1,1,1,1,1
1081092084,0,1,1,1,1,0,1
533130509,1,1,0,1,1,1,0
1082746016,0,1,1,1,1,0,1
1082796816,0,1,0,1,1,0,1
533552597,0,1,0,1,1,1,0
1084115989,0,1,1,1,1,0,1
603836322,0,1,1,1,1,1,1
868645789,0,1,0,1,1,1,0
868757713,0,1,1,1,1,1,0
868906542,0,1,1,1,1,1,0
535140940,1,1,0,0,1,1,0
869587356,0,1,1,1,1,1,1
535333357,1,1,1,1,1,1,0
870391651,0,1,1,1,1,1,1
1087095313,0,1,1,1,1,0,0
605296679,0,1,1,1,1,1,1
1089293960,1,1,1,1,1,0,0
1089449275,0,1,1,1,1,0,1
1090138922,0,1,1,1,1,0,0
1091884188,0,1,1,1,1,0,1
875972814,0,0,1,1,0,1,1
538287562,0,1,0,1,1,1,1
876501625,0,1,1,1,1,1,0
608022298,0,1,1,1,1,1,1
877925696,0,1,1,1,1,1,0
878747629,0,1,1,1,1,1,1
1095958825,0,1,1,0,1,0,1
1096575422,0,1,1,1,1,0,1
880855315,0,1,1,1,1,1,1
609496197,0,1,1,1,1,1,1
882148280,0,1,1,1,1,1,0
540803768,0,1,1,1,1,1,0
1099363334,0,1,1,0,1,0,1
610747900,0,1,1,1,1,1,1
610861270,0,1,1,1,1,1,1
610896066,0,1,1,1,1,1,0
885222252,1,1,1,1,1,1,0
611783684,0,1,1,1,1,1,0
542151024,0,1,1,1,1,1,0
612645350,0,1,1,1,1,1,1
613523546,0,1,1,1,1,1,1
889616856,0,1,1,1,1,1,0
613553896,0,1,1,1,1,1,1
543842787,0,1,1,1,1,1,1
1105975490,0,0,1,1,1,0,1
544470195,0,1,1,1,1,1,1
545269203,0,1,1,1,1,1,1
545291748,0,0,1,1,1,1,1
546039069,0,1,0,1,1,1,0
546367438,0,1,1,1,1,1,1
546885822,0,1,1,1,1,1,1
1111771471,0,1,1,1,1,0,1
547141135,0,1,1,1,1,1,1
618038687,0,1,1,1,1,1,1
547477084,0,1,1,1,1,1,1
900040604,0,1,0,1,1,1,1
618382051,0,1,1,1,1,1,0
547680256,0,1,1,1,1,1,0
547811916,0,1,0,1,1,1,1
548605379,0,1,1,1,1,1,1
548727018,0,1,1,1,1,1,0
1116460440,0,1,1,1,1,0,1
620243872,0,1,1,1,1,1,0
1119028134,0,1,1,1,1,0,1
621741580,0,1,1,1,1,1,0
621971039,0,1,1,1,1,1,1
622239105,1,1,1,1,1,1,0
908843828,0,1,1,1,1,1,1
1124327604,0,1,1,1,1,0,1
624420623,0,1,1,1,1,1,1
624543149,0,1,1,1,1,1,0
1127430120,0,1,1,1,1,0,1
913455692,0,1,1,1,1,1,1
914725128,0,1,1,1,1,1,1
1129520276,0,0,1,1,1,0,1
915739543,0,1,0,1,1,1,1
1130868744,0,1,1,1,1,0,1
1130960574,0,1,1,1,1,0,0
917243564,0,1,1,1,1,1,1
1132376958,0,1,1,1,1,0,1
918001130,0,1,1,1,1,1,1
1133943835,0,1,1,1,1,0,1
627845498,0,1,1,1,1,1,1
918993840,0,1,0,1,1,1,1
628453024,1,1,0,1,1,1,0
920600658,0,1,0,1,1,1,0
1137300811,0,1,1,1,1,0,1
629661106,0,1,1,1,1,1,0
631128691,0,1,0,1,1,1,1
631876055,1,1,0,1,1,1,0
632045063,0,1,1,1,1,1,1
924714103,0,1,0,1,1,1,1
632296235,0,1,1,1,1,1,1
632419314,0,1,1,1,1,1,0
632742781,1,1,0,1,1,1,0
632805096,0,1,1,1,1,1,1
633105430,0,1,1,1,1,1,1
928712431,0,1,1,1,1,1,1
1151295038,0,1,1,1,1,0,1
636107261,0,1,1,1,1,1,1
930035833,0,1,1,1,1,1,0
932445193,0,1,1,1,1,1,0
702445104,0,1,0,1,1,1,1
702727668,0,1,1,1,1,1,0
934466887,0,1,1,1,1,1,1
934949900,0,1,1,1,1,1,1
936597188,0,1,1,1,1,1,1
705736374,0,1,1,1,1,1,1
936902059,0,1,1,1,1,1,1
706819428,0,1,1,1,1,1,1
707526853,0,1,1,1,1,1,1
708429391,0,1,0,0,1,1,1
938838264,0,1,1,1,1,1,1
939438061,0,1,1,1,1,1,1
939617401,0,1,1,1,1,1,1
711216631,0,1,1,1,1,1,1
714240744,0,1,1,1,1,1,1
1168487113,0,1,1,0,1,0,1
716206832,0,1,1,1,1,1,0
944648335,0,1,1,1,1,1,1
944979661,0,1,1,1,1,1,1
947255689,0,0,1,1,1,1,1
1174404932,0,1,1,1,1,0,1
1179541274,0,1,1,0,1,0,1
951290342,0,1,1,1,1,1,1
951523590,0,1,1,1,1,1,0
952055166,0,1,1,1,1,1,1
953315216,0,1,1,1,1,1,0
1187572176,0,1,1,1,1,0,1
1188730825,0,0,1,1,1,0,1
955497098,0,1,1,1,1,1,1
1189056510,0,0,1,1,1,0,1
955806343,0,1,1,1,1,1,1
1193292998,0,1,1,1,1,0,1
958530558,0,1,0,1,1,1,1
961125284,0,1,1,1,1,1,1
962847698,0,1,1,1,1,1,1
1204191037,0,1,1,1,1,0,1
1204535834,0,1,1,1,1,0,1
964996225,0,1,1,1,1,1,0
1205795042,0,1,1,1,1,0,0
1205923694,0,1,1,1,1,0,0
968446106,0,1,1,1,1,1,1
970505658,0,1,1,1,1,1,1
971576125,0,1,1,1,1,1,1
1216631100,0,0,1,0,1,0,1
1219155151,0,0,1,1,1,0,1
1219247983,0,0,1,1,1,0,1
1219743308,0,1,1,1,1,0,1
974171288,0,1,1,1,1,1,1
974190704,0,1,1,1,1,1,1
974558708,0,1,1,1,1,1,1
976068038,0,1,1,1,1,1,1
976844444,1,1,0,1,1,1,0
977265403,0,1,1,0,1,1,1
981556177,0,1,1,1,1,1,1
15350901,0,1,1,1,1,1,1
407818010,0,1,1,1,1,1,0
422226730,1,1,1,1,1,1,0
425138781,0,1,1,1,1,1,0
120720544,1,1,0,1,1,1,0
187536784,0,1,1,1,1,1,1
197602470,0,1,0,0,1,1,1
207070244,1,1,1,1,1,1,0
216522413,0,1,0,1,1,1,0
259680844,0,1,1,1,1,1,1
301919327,0,1,1,1,1,1,1
517625408,0,1,1,1,1,1,1
327900613,1,1,0,1,1,1,0
522582939,1,1,1,1,1,1,0
541037205,0,1,1,1,1,1,1
549083012,0,1,1,1,1,1,1
558489220,0,1,1,1,1,1,0
563022345,0,1,0,1,1,1,0
604758810,0,1,1,1,1,1,1
835342567,1,1,1,1,1,1,0
1092912044,0,1,1,1,1,0,0
1126202310,0,1,1,1,1,0,1
9011502,0,1,0,0,1,1,1
52491055,0,1,0,1,1,1,1
55532545,0,1,1,1,1,1,1
16043064,0,1,1,1,1,1,1
20308222,0,1,1,1,1,1,1
33747826,0,1,1,1,1,1,1
45314390,0,1,1,1,1,1,1
48665791,0,1,0,0,1,1,0
52108988,0,1,1,1,1,1,1
56697655,0,1,1,1,1,1,1
83811813,0,1,0,1,1,1,1
91866745,0,1,1,1,1,1,1
111628975,0,1,0,1,1,1,1
114849265,0,1,0,1,1,1,1
154588620,0,1,0,1,1,1,0
162092995,0,1,1,1,1,1,1
168791182,0,1,0,1,1,1,1
177299735,0,1,1,1,1,1,1
179588209,0,1,1,1,1,1,1
190383002,0,1,1,1,1,1,1
197400952,0,1,1,1,1,1,1
217533156,0,1,1,1,1,1,1
222579656,0,1,0,1,1,1,1
233959454,0,1,0,0,1,1,0
248292381,0,1,1,1,1,1,1
252688673,0,1,1,1,1,1,1
255559955,0,1,1,1,1,1,1
278618602,0,1,1,1,1,1,1
295578583,0,1,1,1,1,1,1
297012777,0,1,1,1,1,1,1
305187907,0,1,1,1,1,1,1
318949971,0,1,0,0,1,1,1
320669433,0,1,1,1,1,1,1
322051701,0,1,1,1,1,1,1
327840186,0,1,1,1,1,1,1
328706026,0,1,0,1,1,1,1
333960904,0,1,1,1,1,1,1
337321477,1,1,1,0,1,1,0
372460791,1,1,1,1,1,1,0
382247829,0,1,1,1,1,1,1
418633045,0,1,1,1,1,1,1
425241854,0,1,1,1,1,1,1
453285193,0,1,0,1,1,1,1
469128515,0,1,1,1,1,1,1
490480487,0,1,1,1,1,1,1
514338061,0,1,1,1,1,1,1
521131145,0,1,1,1,1,1,1
529342153,0,1,1,1,1,1,1
546314660,1,1,0,1,1,1,0
604518391,0,1,1,1,1,1,1
630544784,0,1,1,1,1,1,0
755461062,0,1,1,1,1,1,1
755745950,0,1,1,1,1,1,1
806660965,0,1,1,0,1,1,1
809654154,0,1,1,1,1,1,1
810793700,0,1,1,1,1,1,1
903721722,0,1,1,1,1,1,1
922305175,0,1,0,1,1,1,1
925532102,0,1,0,1,1,1,1
929410398,0,1,1,1,1,1,1
961773920,0,0,1,0,1,1,1
1021876490,0,1,1,1,1,1,1
1096419414,0,0,1,1,1,0,1
1125217129,0,1,1,0,1,0,1
1127280169,0,1,1,1,1,0,1
1156344000,0,1,1,1,1,0,1
1169114810,0,0,1,0,0,0,1
1212975186,0,0,1,1,1,0,1
1213937306,0,1,0,1,1,0,0
24503,1,1,0,1,1,1,0
22903,0,1,1,1,1,1,1
382393,0,1,1,0,1,1,1
286543,0,1,0,1,1,1,1
438023,0,1,0,0,1,1,1
586003,0,1,1,1,1,1,1
628563,0,1,0,0,1,1,1
769985,0,1,0,0,1,1,0
2007021,1,1,0,1,1,1,0
2731681,0,1,0,0,1,1,1
3909541,1,1,1,1,1,1,0
5863152,1,1,0,1,1,1,0
6082972,0,1,1,1,1,1,1
6175692,0,1,1,1,1,1,1
6196392,0,1,0,0,1,1,1
6618042,0,1,0,1,1,1,1
6677972,1,1,0,0,1,1,0
7246122,0,1,1,1,1,1,1
7527052,0,1,0,0,1,1,1
7773732,0,1,0,1,1,1,0
8029522,0,1,1,1,1,1,1
9664862,0,1,1,1,1,1,1
12179872,1,1,0,1,1,1,0
12551742,0,1,0,1,1,1,1
12700622,0,1,0,1,1,1,1
12765892,0,1,1,1,1,1,1
14321616,0,1,0,0,1,1,1
14443340,1,1,0,1,1,1,0
14561441,0,1,0,0,1,1,1
15455450,0,1,1,1,1,1,1
15453624,0,1,0,1,1,1,1
15622858,0,1,1,0,1,1,1
15788159,0,1,0,0,1,1,0
15922136,0,1,0,1,1,1,1
16002194,0,1,0,1,1,1,1
16183526,0,1,1,1,1,1,1
16270293,0,1,1,1,1,1,1
16303802,0,1,1,1,1,1,1
16649518,0,1,1,0,1,1,1
17085112,0,1,0,0,1,1,1
17283453,0,1,0,1,1,1,1
17421795,0,1,1,1,1,1,1
17426567,1,1,0,1,1,1,0
17844234,0,1,0,1,1,1,1
17992531,0,1,1,1,1,1,1
18721974,0,1,1,1,1,1,0
18874774,0,1,1,1,1,1,1
19706832,0,1,0,0,1,1,1
19701419,0,1,0,0,1,1,1
19973780,0,1,0,1,1,1,1
20303000,0,1,0,0,1,1,1
20542869,0,1,1,1,1,1,1
20681942,0,1,0,1,1,1,0
21133252,0,1,1,1,1,1,1
22015162,0,1,0,1,1,1,1
22521283,1,1,0,1,1,1,0
22598920,1,1,0,1,1,1,0
22596491,0,1,1,1,1,1,1
22624920,1,1,0,1,1,1,0
22710614,0,0,1,1,0,1,1
22752192,0,1,1,1,1,1,1
